merchant_id,merchant_name,merchant_category,mcc_code,channel,avg_transaction,risk_level,fraud_weight,settlement_type,city,state,latitude,longitude,accepts_upi,accepts_card,accepts_net_banking,merchant_since,is_active
MER002029,Flipkart Ahmedabad Store,E-Commerce,5942,Online,2200,Low,5,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2017-12-28,False
MER002030,Amazon India Chandigarh Center,E-Commerce,5942,Online,2500,Low,5,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2021-10-31,True
MER002031,Indian Oil Warangal Hub,Fuel,5541,Offline,3000,Medium,8,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2022-01-20,True
MER002032,Rapido Vijayawada Store,Ride Sharing,4121,Online,180,Low,4,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2016-08-04,True
MER002033,OYO Kochi Hub,Hotels,7011,Online,3500,Medium,10,T+2,Kochi,Kerala,9.9312,76.2673,True,True,True,2019-01-09,True
MER002034,Airtel Recharge Jaipur Store,Telecom,4814,Online,499,Low,2,Instant,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2016-12-30,True
MER002035,DMart Ahmedabad Hub,Supermarket,5411,Offline,2200,Low,2,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,False,True,2024-02-21,True
MER002036,Reliance Fresh Visakhapatnam Point,Grocery,5411,Offline,1200,Low,2,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2022-12-19,True
MER002037,Air India Warangal Hub,Airlines,4511,Online,8500,Medium,10,T+2,Warangal,Telangana,17.9689,79.5941,True,True,True,2024-01-02,True
MER002038,Crypto Exchange Coimbatore Services,Crypto,6051,Online,50000,Very High,50,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,False,True,True,2017-02-09,True
MER002039,BookMyShow Nagpur Store,Entertainment,7922,Online,700,Low,3,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2023-05-15,True
MER002040,Amazon India Vijayawada Store,E-Commerce,5942,Online,2500,Low,5,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2023-08-18,True
MER002041,Flipkart Nagpur Services,E-Commerce,5942,Online,2200,Low,5,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,False,True,2026-03-05,True
MER002042,Bharat Petroleum Ahmedabad Center,Fuel,5541,Offline,3100,Medium,8,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2018-06-21,True
MER002043,BookMyShow Indore Mart,Entertainment,7922,Online,700,Low,3,T+1,Indore,Madhya Pradesh,22.7196,75.8577,True,True,False,2018-12-25,True
MER002044,Swiggy Bhopal Point,Food Delivery,5812,Online,450,Low,3,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2017-09-12,True
MER002045,Netflix Hyderabad Outlet,Streaming,4899,Online,649,Low,2,Recurring,Hyderabad,Telangana,17.385,78.4867,True,True,True,2018-10-03,True
MER002046,Reliance Fresh Visakhapatnam Point,Grocery,5411,Offline,1200,Low,2,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2022-07-26,True
MER002047,OYO Thiruvananthapuram Hub,Hotels,7011,Online,3500,Medium,10,T+2,Thiruvananthapuram,Kerala,8.5241,76.9366,True,False,True,2016-06-20,True
MER002048,Steam Warangal Services,Gaming,5816,Online,1800,Medium,12,Instant,Warangal,Telangana,17.9689,79.5941,True,False,True,2024-01-25,True
MER002049,Spotify Coimbatore Store,Streaming,4899,Online,119,Low,2,Recurring,Coimbatore,Tamil Nadu,11.0168,76.9558,True,False,True,2017-03-20,True
MER002050,Google Play Mumbai Retail,App Store,5815,Online,800,Medium,8,Instant,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2023-11-04,True
MER002051,Bharat Petroleum Bhubaneswar Center,Fuel,5541,Offline,3100,Medium,8,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2021-07-27,True
MER002052,Rolex Boutique Visakhapatnam Hub,Luxury,5944,Offline,450000,High,40,T+3,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2026-01-07,True
MER002053,Jio Recharge Kolkata Point,Telecom,4814,Online,399,Low,2,Instant,Kolkata,West Bengal,22.5726,88.3639,True,True,False,2021-06-10,True
MER002054,Jio Recharge Bhubaneswar Store,Telecom,4814,Online,399,Low,2,Instant,Bhubaneswar,Odisha,20.2961,85.8245,True,True,False,2021-11-20,True
MER002055,Zomato Kolkata Mart,Food Delivery,5812,Online,500,Low,3,T+1,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2016-01-22,True
MER002056,Bharat Petroleum Lucknow Hub,Fuel,5541,Offline,3100,Medium,8,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,False,True,2024-09-23,True
MER002057,Bharat Petroleum Bhubaneswar Mart,Fuel,5541,Offline,3100,Medium,8,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2019-10-24,True
MER002058,Jio Recharge Lucknow Mart,Telecom,4814,Online,399,Low,2,Instant,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2019-07-26,True
MER002059,Amazon India Lucknow Store,E-Commerce,5942,Online,2500,Low,5,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,False,2017-08-10,True
MER002060,Flipkart Kolkata Store,E-Commerce,5942,Online,2200,Low,5,T+1,Kolkata,West Bengal,22.5726,88.3639,True,True,False,2022-06-02,False
MER002061,Rapido Coimbatore Hub,Ride Sharing,4121,Online,180,Low,4,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2016-01-02,True
MER002062,Flipkart Bengaluru Center,E-Commerce,5942,Online,2200,Low,5,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,False,2021-12-12,True
MER002063,HP Petrol Vijayawada Outlet,Fuel,5541,Offline,3200,Medium,8,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2023-06-17,True
MER002064,Apollo Pharmacy Vijayawada Center,Pharmacy,5912,Offline,900,Low,2,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2023-11-14,True
MER002065,Steam Warangal Point,Gaming,5816,Online,1800,Medium,12,Instant,Warangal,Telangana,17.9689,79.5941,True,True,True,2017-07-26,True
MER002066,Netflix Chandigarh Point,Streaming,4899,Online,649,Low,2,Recurring,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2020-10-02,True
MER002067,Apple App Store Chennai Hub,App Store,5815,Online,1200,Medium,8,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,True,False,2020-11-12,True
MER002068,IRCTC Pune Retail,Travel,4112,Online,1800,Low,3,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2016-12-09,True
MER002069,Rolex Boutique Ahmedabad Point,Luxury,5944,Offline,450000,High,40,T+3,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2025-09-27,True
MER002070,Indian Oil Bhopal Center,Fuel,5541,Offline,3000,Medium,8,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2016-07-06,True
MER002071,Apollo Pharmacy Bengaluru Services,Pharmacy,5912,Offline,900,Low,2,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2015-12-03,True
MER002072,Netflix Lucknow Center,Streaming,4899,Online,649,Low,2,Recurring,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2015-04-27,True
MER002073,HP Petrol Jaipur Services,Fuel,5541,Offline,3200,Medium,8,T+1,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2025-05-12,True
MER002074,Croma Delhi Store,Electronics,5732,Offline,18000,Medium,15,T+2,Delhi,Delhi,28.6139,77.209,True,True,True,2016-06-05,True
MER002075,DMart Ahmedabad Center,Supermarket,5411,Offline,2200,Low,2,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2024-11-17,True
MER002076,Airtel Recharge Indore Center,Telecom,4814,Online,499,Low,2,Instant,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2022-02-14,True
MER002077,Swiggy Warangal Retail,Food Delivery,5812,Online,450,Low,3,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2018-10-23,True
MER002078,HP Petrol Warangal Services,Fuel,5541,Offline,3200,Medium,8,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2020-03-29,True
MER002079,Flipkart Coimbatore Store,E-Commerce,5942,Online,2200,Low,5,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2017-09-07,True
MER002080,Flipkart Mumbai Store,E-Commerce,5942,Online,2200,Low,5,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2025-09-07,True
MER002081,Google Play Bhopal Hub,App Store,5815,Online,800,Medium,8,Instant,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2020-04-30,True
MER002082,Netflix Kochi Outlet,Streaming,4899,Online,649,Low,2,Recurring,Kochi,Kerala,9.9312,76.2673,True,False,True,2018-06-08,True
MER002083,Google Play Nagpur Services,App Store,5815,Online,800,Medium,8,Instant,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2023-09-18,False
MER002084,HP Petrol Thiruvananthapuram Mart,Fuel,5541,Offline,3200,Medium,8,T+1,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2018-03-25,True
MER002085,Spotify Nagpur Hub,Streaming,4899,Online,119,Low,2,Recurring,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2024-01-09,True
MER002086,Air India Kochi Services,Airlines,4511,Online,8500,Medium,10,T+2,Kochi,Kerala,9.9312,76.2673,True,True,False,2025-05-01,True
MER002087,Jio Recharge Kochi Point,Telecom,4814,Online,399,Low,2,Instant,Kochi,Kerala,9.9312,76.2673,True,True,True,2023-12-12,True
MER002088,Air India Bengaluru Center,Airlines,4511,Online,8500,Medium,10,T+2,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2023-02-25,True
MER002089,Uber Delhi Hub,Ride Sharing,4121,Online,350,Low,4,T+1,Delhi,Delhi,28.6139,77.209,True,True,True,2025-07-19,True
MER002090,Apollo Pharmacy Mumbai Point,Pharmacy,5912,Offline,900,Low,2,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2024-03-30,True
MER002091,Air India Ahmedabad Center,Airlines,4511,Online,8500,Medium,10,T+2,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2024-09-07,True
MER002092,PayPal Merchant Bengaluru Point,International,4829,Online,15000,High,35,Instant,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2018-11-12,True
MER002093,BookMyShow Pune Mart,Entertainment,7922,Online,700,Low,3,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2018-05-19,True
MER002094,DMart Bhopal Point,Supermarket,5411,Offline,2200,Low,2,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2025-11-30,True
MER002095,Airtel Recharge Coimbatore Store,Telecom,4814,Online,499,Low,2,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2015-03-13,True
MER002096,PayPal Merchant Delhi Store,International,4829,Online,15000,High,35,Instant,Delhi,Delhi,28.6139,77.209,True,True,False,2023-01-01,True
MER002097,Airtel Recharge Hyderabad Mart,Telecom,4814,Online,499,Low,2,Instant,Hyderabad,Telangana,17.385,78.4867,True,True,True,2022-01-28,True
MER002098,Uber Visakhapatnam Point,Ride Sharing,4121,Online,350,Low,4,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2017-04-11,True
MER002099,Reliance Fresh Coimbatore Mart,Grocery,5411,Offline,1200,Low,2,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2024-03-10,True
MER002100,Tanishq Chennai Point,Jewellery,5094,Offline,75000,High,30,T+2,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2020-08-05,True
MER002101,Flipkart Pune Mart,E-Commerce,5942,Online,2200,Low,5,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2023-07-18,True
MER002102,OYO Bengaluru Point,Hotels,7011,Online,3500,Medium,10,T+2,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2023-02-16,True
MER002103,Croma Warangal Mart,Electronics,5732,Offline,18000,Medium,15,T+2,Warangal,Telangana,17.9689,79.5941,True,True,True,2022-09-17,True
MER002104,PayPal Merchant Nagpur Retail,International,4829,Online,15000,High,35,Instant,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2021-09-24,True
MER002105,Flipkart Warangal Mart,E-Commerce,5942,Online,2200,Low,5,T+1,Warangal,Telangana,17.9689,79.5941,True,False,False,2019-06-03,True
MER002106,PayPal Merchant Coimbatore Services,International,4829,Online,15000,High,35,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2022-12-15,True
MER002107,Indian Oil Visakhapatnam Point,Fuel,5541,Offline,3000,Medium,8,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2018-10-16,True
MER002108,NGO Donation Thiruvananthapuram Outlet,Charity,8398,Online,1200,Medium,10,T+1,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2015-07-12,True
MER002109,Indian Oil Pune Mart,Fuel,5541,Offline,3000,Medium,8,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2025-01-25,False
MER002110,HP Petrol Vijayawada Services,Fuel,5541,Offline,3200,Medium,8,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2025-04-10,True
MER002111,Flipkart Mumbai Services,E-Commerce,5942,Online,2200,Low,5,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,False,2015-03-29,True
MER002112,Crypto Exchange Coimbatore Store,Crypto,6051,Online,50000,Very High,50,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2023-09-17,True
MER002113,Flipkart Kochi Outlet,E-Commerce,5942,Online,2200,Low,5,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2024-07-09,True
MER002114,Swiggy Chennai Services,Food Delivery,5812,Online,450,Low,3,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2019-04-30,True
MER002115,Rapido Lucknow Outlet,Ride Sharing,4121,Online,180,Low,4,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2022-02-23,True
MER002116,Apple App Store Bhopal Retail,App Store,5815,Online,1200,Medium,8,Instant,Bhopal,Madhya Pradesh,23.2599,77.4126,True,True,True,2020-06-13,True
MER002117,Spotify Lucknow Services,Streaming,4899,Online,119,Low,2,Recurring,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2016-12-16,True
MER002118,NGO Donation Nagpur Store,Charity,8398,Online,1200,Medium,10,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2016-07-30,True
MER002119,Crypto Exchange Nagpur Point,Crypto,6051,Online,50000,Very High,50,Instant,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2017-09-26,True
MER002120,Spotify Chandigarh Mart,Streaming,4899,Online,119,Low,2,Recurring,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2017-01-21,True
MER002121,Rolex Boutique Hyderabad Retail,Luxury,5944,Offline,450000,High,40,T+3,Hyderabad,Telangana,17.385,78.4867,True,True,True,2016-02-14,True
MER002122,Air India Indore Hub,Airlines,4511,Online,8500,Medium,10,T+2,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2019-06-05,True
MER002123,Crypto Exchange Chandigarh Point,Crypto,6051,Online,50000,Very High,50,Instant,Chandigarh,Chandigarh,30.7333,76.7794,True,True,True,2016-05-16,True
MER002124,Apollo Pharmacy Kochi Store,Pharmacy,5912,Offline,900,Low,2,T+1,Kochi,Kerala,9.9312,76.2673,True,False,True,2019-04-01,True
MER002125,NGO Donation Thiruvananthapuram Retail,Charity,8398,Online,1200,Medium,10,T+1,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2020-02-09,True
MER002126,DMart Lucknow Outlet,Supermarket,5411,Offline,2200,Low,2,T+1,Lucknow,Uttar Pradesh,26.8467,80.9462,True,True,True,2024-07-26,True
MER002127,PayPal Merchant Coimbatore Services,International,4829,Online,15000,High,35,Instant,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2020-08-23,True
MER002128,Swiggy Coimbatore Mart,Food Delivery,5812,Online,450,Low,3,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2016-05-09,True
MER002129,IRCTC Hyderabad Hub,Travel,4112,Online,1800,Low,3,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,True,2015-04-09,True
MER002130,Air India Nagpur Retail,Airlines,4511,Online,8500,Medium,10,T+2,Nagpur,Maharashtra,21.1458,79.0882,True,True,False,2016-06-23,True
MER002131,Uber Vijayawada Services,Ride Sharing,4121,Online,350,Low,4,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2026-03-17,True
MER002132,Apple App Store Chennai Point,App Store,5815,Online,1200,Medium,8,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,False,True,2018-10-29,True
MER002133,BookMyShow Chennai Services,Entertainment,7922,Online,700,Low,3,T+1,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2024-01-17,True
MER002134,Steam Chennai Point,Gaming,5816,Online,1800,Medium,12,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2024-05-30,True
MER002135,IRCTC Kochi Mart,Travel,4112,Online,1800,Low,3,T+1,Kochi,Kerala,9.9312,76.2673,True,True,False,2018-05-08,True
MER002136,BookMyShow Mumbai Store,Entertainment,7922,Online,700,Low,3,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,False,2018-05-22,True
MER002137,Steam Warangal Mart,Gaming,5816,Online,1800,Medium,12,Instant,Warangal,Telangana,17.9689,79.5941,True,True,True,2021-01-28,True
MER002138,Rapido Warangal Store,Ride Sharing,4121,Online,180,Low,4,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2021-03-24,True
MER002139,Apollo Pharmacy Visakhapatnam Point,Pharmacy,5912,Offline,900,Low,2,T+1,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,True,True,2018-08-02,True
MER002140,Tanishq Thiruvananthapuram Store,Jewellery,5094,Offline,75000,High,30,T+2,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,False,2025-09-10,True
MER002141,BookMyShow Delhi Mart,Entertainment,7922,Online,700,Low,3,T+1,Delhi,Delhi,28.6139,77.209,True,False,True,2024-05-03,True
MER002142,Google Play Warangal Outlet,App Store,5815,Online,800,Medium,8,Instant,Warangal,Telangana,17.9689,79.5941,True,True,True,2024-08-15,True
MER002143,Google Play Hyderabad Mart,App Store,5815,Online,800,Medium,8,Instant,Hyderabad,Telangana,17.385,78.4867,True,True,True,2017-11-15,True
MER002144,Apple App Store Pune Point,App Store,5815,Online,1200,Medium,8,Instant,Pune,Maharashtra,18.5204,73.8567,True,True,True,2019-09-12,True
MER002145,Flipkart Ahmedabad Center,E-Commerce,5942,Online,2200,Low,5,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2025-09-05,True
MER002146,PayPal Merchant Bhubaneswar Services,International,4829,Online,15000,High,35,Instant,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2017-11-07,True
MER002147,Rolex Boutique Warangal Center,Luxury,5944,Offline,450000,High,40,T+3,Warangal,Telangana,17.9689,79.5941,True,True,True,2020-08-02,True
MER002148,IRCTC Warangal Point,Travel,4112,Online,1800,Low,3,T+1,Warangal,Telangana,17.9689,79.5941,True,True,False,2023-08-13,True
MER002149,Tanishq Bengaluru Services,Jewellery,5094,Offline,75000,High,30,T+2,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2020-12-19,True
MER002150,Apple App Store Kolkata Hub,App Store,5815,Online,1200,Medium,8,Instant,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2018-03-18,True
MER002151,IRCTC Pune Store,Travel,4112,Online,1800,Low,3,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2022-12-27,True
MER002152,DMart Hyderabad Point,Supermarket,5411,Offline,2200,Low,2,T+1,Hyderabad,Telangana,17.385,78.4867,True,True,False,2025-11-14,False
MER002153,Airtel Recharge Jaipur Center,Telecom,4814,Online,499,Low,2,Instant,Jaipur,Rajasthan,26.9124,75.7873,True,True,False,2017-09-13,True
MER002154,Uber Coimbatore Store,Ride Sharing,4121,Online,350,Low,4,T+1,Coimbatore,Tamil Nadu,11.0168,76.9558,True,True,True,2021-05-02,True
MER002155,Swiggy Bhubaneswar Hub,Food Delivery,5812,Online,450,Low,3,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2020-11-08,True
MER002156,Jio Recharge Ahmedabad Outlet,Telecom,4814,Online,399,Low,2,Instant,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2016-10-06,True
MER002157,Rapido Kochi Mart,Ride Sharing,4121,Online,180,Low,4,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2024-12-17,True
MER002158,PayPal Merchant Kochi Retail,International,4829,Online,15000,High,35,Instant,Kochi,Kerala,9.9312,76.2673,True,True,True,2025-03-02,True
MER002159,BookMyShow Kolkata Mart,Entertainment,7922,Online,700,Low,3,T+1,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2022-04-28,True
MER002160,Uber Indore Services,Ride Sharing,4121,Online,350,Low,4,T+1,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2015-07-28,True
MER002161,Jio Recharge Delhi Services,Telecom,4814,Online,399,Low,2,Instant,Delhi,Delhi,28.6139,77.209,True,True,True,2015-10-10,True
MER002162,Air India Indore Services,Airlines,4511,Online,8500,Medium,10,T+2,Indore,Madhya Pradesh,22.7196,75.8577,True,True,False,2016-04-02,True
MER002163,Apollo Pharmacy Delhi Mart,Pharmacy,5912,Offline,900,Low,2,T+1,Delhi,Delhi,28.6139,77.209,True,False,True,2017-04-17,True
MER002164,Airtel Recharge Thiruvananthapuram Center,Telecom,4814,Online,499,Low,2,Instant,Thiruvananthapuram,Kerala,8.5241,76.9366,True,True,True,2016-10-26,True
MER002165,PayPal Merchant Vijayawada Retail,International,4829,Online,15000,High,35,Instant,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2023-11-18,True
MER002166,Reliance Fresh Indore Retail,Grocery,5411,Offline,1200,Low,2,T+1,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2020-11-06,True
MER002167,Air India Vijayawada Store,Airlines,4511,Online,8500,Medium,10,T+2,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2020-01-22,True
MER002168,Bharat Petroleum Nagpur Store,Fuel,5541,Offline,3100,Medium,8,T+1,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2018-02-01,True
MER002169,Netflix Indore Services,Streaming,4899,Online,649,Low,2,Recurring,Indore,Madhya Pradesh,22.7196,75.8577,True,True,True,2026-06-11,True
MER002170,Netflix Ahmedabad Point,Streaming,4899,Online,649,Low,2,Recurring,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2016-07-10,True
MER002171,Bharat Petroleum Vijayawada Store,Fuel,5541,Offline,3100,Medium,8,T+1,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2016-10-22,True
MER002172,Apollo Pharmacy Bengaluru Services,Pharmacy,5912,Offline,900,Low,2,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2018-06-01,True
MER002173,Uber Pune Outlet,Ride Sharing,4121,Online,350,Low,4,T+1,Pune,Maharashtra,18.5204,73.8567,True,True,True,2019-07-10,True
MER002174,Tanishq Jaipur Outlet,Jewellery,5094,Offline,75000,High,30,T+2,Jaipur,Rajasthan,26.9124,75.7873,True,True,True,2017-09-03,True
MER002175,Swiggy Warangal Point,Food Delivery,5812,Online,450,Low,3,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2026-06-24,True
MER002176,Uber Bengaluru Center,Ride Sharing,4121,Online,350,Low,4,T+1,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2019-08-12,True
MER002177,Reliance Fresh Mumbai Outlet,Grocery,5411,Offline,1200,Low,2,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,False,2021-10-21,True
MER002178,Airtel Recharge Ahmedabad Store,Telecom,4814,Online,499,Low,2,Instant,Ahmedabad,Gujarat,23.0225,72.5714,True,True,False,2020-08-29,True
MER002179,Air India Vijayawada Store,Airlines,4511,Online,8500,Medium,10,T+2,Vijayawada,Andhra Pradesh,16.5062,80.648,True,True,True,2022-06-28,True
MER002180,Air India Kochi Hub,Airlines,4511,Online,8500,Medium,10,T+2,Kochi,Kerala,9.9312,76.2673,True,True,True,2018-09-15,True
MER002181,Apple App Store Chennai Point,App Store,5815,Online,1200,Medium,8,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,True,False,2020-07-28,True
MER002182,Airtel Recharge Chennai Retail,Telecom,4814,Online,499,Low,2,Instant,Chennai,Tamil Nadu,13.0827,80.2707,True,True,True,2015-04-02,True
MER002183,Flipkart Bhubaneswar Store,E-Commerce,5942,Online,2200,Low,5,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2018-07-30,True
MER002184,Spotify Nagpur Services,Streaming,4899,Online,119,Low,2,Recurring,Nagpur,Maharashtra,21.1458,79.0882,True,True,True,2023-05-13,True
MER002185,Bharat Petroleum Kolkata Hub,Fuel,5541,Offline,3100,Medium,8,T+1,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2017-09-10,True
MER002186,Airtel Recharge Visakhapatnam Outlet,Telecom,4814,Online,499,Low,2,Instant,Visakhapatnam,Andhra Pradesh,17.6868,83.2185,True,False,False,2019-08-04,True
MER002187,IRCTC Bhopal Store,Travel,4112,Online,1800,Low,3,T+1,Bhopal,Madhya Pradesh,23.2599,77.4126,True,False,True,2017-07-11,True
MER002188,PayPal Merchant Bengaluru Center,International,4829,Online,15000,High,35,Instant,Bengaluru,Karnataka,12.9716,77.5946,True,True,True,2021-02-15,True
MER002189,Flipkart Warangal Point,E-Commerce,5942,Online,2200,Low,5,T+1,Warangal,Telangana,17.9689,79.5941,True,True,True,2023-12-01,True
MER002190,Air India Pune Store,Airlines,4511,Online,8500,Medium,10,T+2,Pune,Maharashtra,18.5204,73.8567,True,True,True,2018-12-04,True
MER002191,Indian Oil Chandigarh Store,Fuel,5541,Offline,3000,Medium,8,T+1,Chandigarh,Chandigarh,30.7333,76.7794,True,False,False,2021-04-25,True
MER002192,Amazon India Mumbai Center,E-Commerce,5942,Online,2500,Low,5,T+1,Mumbai,Maharashtra,19.076,72.8777,True,True,True,2019-03-21,True
MER002193,Indian Oil Kochi Point,Fuel,5541,Offline,3000,Medium,8,T+1,Kochi,Kerala,9.9312,76.2673,True,False,True,2024-10-06,True
MER002194,Uber Kolkata Point,Ride Sharing,4121,Online,350,Low,4,T+1,Kolkata,West Bengal,22.5726,88.3639,True,True,True,2021-06-05,True
MER002195,Google Play Bhubaneswar Services,App Store,5815,Online,800,Medium,8,Instant,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2023-04-30,True
MER002196,Bharat Petroleum Kochi Mart,Fuel,5541,Offline,3100,Medium,8,T+1,Kochi,Kerala,9.9312,76.2673,True,True,True,2024-01-05,True
MER002197,Uber Ahmedabad Services,Ride Sharing,4121,Online,350,Low,4,T+1,Ahmedabad,Gujarat,23.0225,72.5714,True,True,True,2026-02-03,True
MER002198,Flipkart Bhubaneswar Hub,E-Commerce,5942,Online,2200,Low,5,T+1,Bhubaneswar,Odisha,20.2961,85.8245,True,True,True,2018-02-01,True
